,Format,Formula,Summary,Applies To,Time Scale,Time Range,Versions,Style,Cell Count,Calculation Effort,Notes,Read Access Driver,Write Access Driver,Users List,Parent,Is Summary,Formula Scope,Code,Use Switchover,Breakback,Brought-Forward,Start of Section,Data Tags,Referenced By,Module Name
Freight per Unit,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",,"{""summaryMethod"":""NONE"",""timeSummaryMethod"":""NONE"",""timeSummarySameAsMainSummary"":true}",Products,Month,Model Calendar,All,,6048,,,-,-,,,false,All Versions,,false,false,false,false,-,Landed Cost,INP06 Unit Costs
Landed Cost,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",Unit Cost + Freight per Unit,"{""summaryMethod"":""NONE"",""timeSummaryMethod"":""NONE"",""timeSummarySameAsMainSummary"":true}",Products,Month,Model Calendar,All,,6048,00.00%,,-,-,,,false,All Versions,,true,false,false,false,-,'CAL04 Margn'.COGS,INP06 Unit Costs
DAT01 Actuals GL,,,,"Cost Centres, Accounts",Month,Model Calendar,All,,20071296,,,,,Show All Users: On,,,,,,New Line Items: Off,,,,,
Amount,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}","Cost Centres, Accounts",Month,Model Calendar,All,,5017824,,,-,-,,,false,All Versions,,false,false,false,false,-,"'CAL03 Opex'.Actual Opex, 'CAL05 Opex OLD'.Actual, Loaded?",DAT01 Actuals GL
Source Journal,"{""textType"":""GENERAL"",""dataType"":""TEXT""}",,"{""summaryMethod"":""NONE"",""timeSummaryMethod"":""NONE"",""timeSummarySameAsMainSummary"":true}","Cost Centres, Accounts",Month,Model Calendar,All,,5017824,,,-,-,,,false,All Versions,,false,false,false,false,-,Journal Cost Centre,DAT01 Actuals GL
Journal Cost Centre,"{""hierarchyEntityLongId"":101000000336,""selectiveAccessApplied"":false,""showAll"":true,""dataType"":""ENTITY""}","FINDITEM(Cost Centres, Source Journal)","{""summaryMethod"":""NONE"",""timeSummaryMethod"":""NONE"",""timeSummarySameAsMainSummary"":true}","Cost Centres, Accounts",Month,Model Calendar,All,,5017824,06.17%,,-,-,,,false,All Versions,,true,false,false,false,-,,DAT01 Actuals GL
Loaded?,"{""dataType"":""BOOLEAN""}",Amount <> 0,"{""summaryMethod"":""ANY"",""timeSummaryMethod"":""ANY"",""timeSummarySameAsMainSummary"":true}","Cost Centres, Accounts",Month,Model Calendar,All,,5017824,01.54%,,-,-,,,false,All Versions,,true,false,false,false,-,,DAT01 Actuals GL
DAT02 Actuals Volumes,,,,"Products, Regions",Month,Model Calendar,All,,72576,,,,,Show All Users: On,,,,,,New Line Items: Off,,,,,
Units Actual,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}","Products, Regions",Month,Model Calendar,All,,36288,,,-,-,,,false,All Versions,,false,false,false,false,-,'CAL01 Volumes'.Units,DAT02 Actuals Volumes
Revenue Actual,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}","Products, Regions",Month,Model Calendar,All,,36288,,,-,-,,,false,All Versions,,false,false,false,false,-,,DAT02 Actuals Volumes
CAL01 Volumes,,,,"Products, Regions",Month,Model Calendar,All,,223776,,,,,Show All Users: On,,,,,,New Line Items: Off,,,,,
Units,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",IF 'SYS01 Time Settings'.Actual? THEN 'DAT02 Actuals Volumes'.Units Actual ELSE IF 'INP01 Volumes'.Use Override? THEN 'INP01 Volumes'.Volume Override ELSE 'INP01 Volumes'.Units,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}","Products, Regions",Month,Model Calendar,All,,36288,00.05%,,-,-,,,false,All Versions,,true,false,false,false,-,"Net Units, Returns",CAL01 Volumes
Returns,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",Units * 'INP01 Volumes'.Returns %,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}","Products, Regions",Month,Model Calendar,All,,36288,00.02%,,-,-,,,false,All Versions,,true,false,false,false,-,Net Units,CAL01 Volumes
Net Units,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",Units - Returns,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}","Products, Regions",Month,Model Calendar,All,,36288,00.02%,,-,-,,,false,All Versions,,true,false,false,false,-,"Sellable Units, 'CAL02 Revenue'.Average Price, 'CAL02 Revenue'.Revenue per Unit",CAL01 Volumes
Launched?,"{""dataType"":""BOOLEAN""}",'SYS07 Launch Flags'.Launched?,"{""summaryMethod"":""NONE"",""timeSummaryMethod"":""NONE"",""timeSummarySameAsMainSummary"":true}",Products,Month,Model Calendar,All,,6048,00.00%,"Subsidiary view. Cheaper than a lookup, said the builder.",-,-,,,false,All Versions,,true,false,false,false,-,Sellable Units,CAL01 Volumes
Sellable Units,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",IF Launched? THEN Net Units ELSE 0,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}","Products, Regions",Month,Model Calendar,All,,36288,00.03%,,-,-,,,false,All Versions,,true,false,false,false,-,"Sellable Units Prior Year, Volume Growth, 'CAL02 Revenue'.Gross Revenue, 'CAL04 Margn'.COGS",CAL01 Volumes
Sellable Units Prior Year,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}","LAG(Sellable Units, 12, 0)","{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}","Products, Regions",Month,Model Calendar,All,,36288,00.01%,,-,-,,,false,All Versions,,true,false,false,false,-,Volume Growth,CAL01 Volumes
Volume Growth,"{""minimumSignificantDigits"":4,""decimalPlaces"":1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""PERCENTAGE"",""unitsDisplayType"":""PERCENTAGE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}","DIVIDE(Sellable Units - Sellable Units Prior Year, Sellable Units Prior Year)","{""summaryMethod"":""FORMULA"",""timeSummaryMethod"":""FORMULA"",""timeSummarySameAsMainSummary"":true}","Products, Regions",Month,Model Calendar,All,,36288,00.02%,,-,-,,,false,All Versions,,true,false,false,false,-,,CAL01 Volumes
CAL02 Revenue,,,,"Products, Regions",Month,Model Calendar,All,,435456,,,,,Show All Users: On,,,,,,New Line Items: Off,,,,,
Gross Revenue,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",'CAL01 Volumes'.Sellable Units * 'INP01 Volumes'.Price,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}","Products, Regions",Month,Model Calendar,All,,36288,00.02%,,-,-,,,false,All Versions,,true,false,false,false,-,"Discounts, Net Revenue",CAL02 Revenue
Discounts,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",Gross Revenue * 'INP01 Volumes'.Discount %,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}","Products, Regions",Month,Model Calendar,All,,36288,00.02%,,-,-,,,false,All Versions,,true,false,false,false,-,Net Revenue,CAL02 Revenue
Net Revenue,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",Gross Revenue - Discounts,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}","Products, Regions",Month,Model Calendar,All,,36288,00.02%,,-,-,,,false,All Versions,,true,false,false,false,-,"Average Price, Revenue GBP, Revenue per Unit, VAT, 'CAL04 Margn'.Margin, 'CAL04 Margn'.Margin %",CAL02 Revenue
Revenue GBP,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",Net Revenue * 'SYS05 FX Rates'.Rate to GBP[LOOKUP: 'SYS06 Region Attributes'.Currency],"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}","Products, Regions",Month,Model Calendar,All,,36288,00.07%,,-,-,,,false,All Versions,,true,false,false,false,-,"Revenue Growth, Revenue Prior Year, Revenue USD, 'CAL07 P&L by Cost Centre'.Revenue",CAL02 Revenue
Revenue USD,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",Revenue GBP * 1.27,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}","Products, Regions",Month,Model Calendar,All,,36288,00.01%,Board wants USD. Rate agreed with Treasury Jan 2024.,-,-,,,false,All Versions,,true,false,false,false,-,,CAL02 Revenue
VAT,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",Net Revenue * 0.2,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}","Products, Regions",Month,Model Calendar,All,,36288,00.01%,,-,-,,,false,All Versions,,true,false,false,false,-,,CAL02 Revenue
Revenue per Unit,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",Net Revenue / 'CAL01 Volumes'.Net Units,"{""summaryMethod"":""FORMULA"",""timeSummaryMethod"":""FORMULA"",""timeSummarySameAsMainSummary"":true}","Products, Regions",Month,Model Calendar,All,,36288,00.02%,,-,-,,,false,All Versions,,true,false,false,false,-,,CAL02 Revenue
Average Price,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}","DIVIDE(Net Revenue, 'CAL01 Volumes'.Net Units)","{""summaryMethod"":""FORMULA"",""timeSummaryMethod"":""FORMULA"",""timeSummarySameAsMainSummary"":true}","Products, Regions",Month,Model Calendar,All,,36288,00.02%,,-,-,,,false,All Versions,,true,false,false,false,-,,CAL02 Revenue
Actual or Forecast,"{""textType"":""GENERAL"",""dataType"":""TEXT""}","IF 'SYS01 Time Settings'.Actual? THEN ""Actual"" ELSE ""Forecast""","{""summaryMethod"":""NONE"",""timeSummaryMethod"":""NONE"",""timeSummarySameAsMainSummary"":true}","Products, Regions",Month,Model Calendar,All,,36288,00.02%,,-,-,,,false,All Versions,,true,false,false,false,-,,CAL02 Revenue
Revenue Label,"{""textType"":""GENERAL"",""dataType"":""TEXT""}","NAME(ITEM(Products)) & "" / "" & NAME(ITEM(Regions))","{""summaryMethod"":""NONE"",""timeSummaryMethod"":""NONE"",""timeSummarySameAsMainSummary"":true}","Products, Regions",Month,Model Calendar,All,,36288,00.01%,,-,-,,,false,All Versions,,true,false,false,false,-,,CAL02 Revenue
Revenue Prior Year,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}","LAG(Revenue GBP, 12, 0)","{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}","Products, Regions",Month,Model Calendar,All,,36288,00.01%,,-,-,,,false,All Versions,,true,false,false,false,-,Revenue Growth,CAL02 Revenue
Revenue Growth,"{""minimumSignificantDigits"":4,""decimalPlaces"":1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""PERCENTAGE"",""unitsDisplayType"":""PERCENTAGE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}","DIVIDE(Revenue GBP - Revenue Prior Year, Revenue Prior Year)","{""summaryMethod"":""FORMULA"",""timeSummaryMethod"":""FORMULA"",""timeSummarySameAsMainSummary"":true}","Products, Regions",Month,Model Calendar,All,,36288,00.02%,,-,-,,,false,All Versions,,true,false,false,false,-,,CAL02 Revenue
CAL03 Opex,,,,"Cost Centres, Accounts",Month,Model Calendar,All,,30106944,,,,,Show All Users: On,,,,,,New Line Items: Off,,,,,
Actual Opex,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",IF 'SYS03 Account Attributes'.Opex? THEN 'DAT01 Actuals GL'.Amount ELSE 0,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}","Cost Centres, Accounts",Month,Model Calendar,All,,5017824,03.70%,,-,-,,,false,All Versions,,true,false,false,false,-,Opex,CAL03 Opex
Forecast Opex,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",IF ITEM(Accounts) = Accounts.'6100 Rent' THEN 'INP02 Opex Drivers'.Rent ELSE IF ITEM(Accounts) = Accounts.'6110 Rates' THEN 'INP02 Opex Drivers'.Business Rates ELSE IF ITEM(Accounts) = Accounts.'6120 Utilities' THEN 'INP02 Opex Drivers'.Utilities ELSE IF ITEM(Accounts) = Accounts.'6200 Travel' THEN 'INP02 Opex Drivers'.Travel ELSE IF ITEM(Accounts) = Accounts.'6210 Subsistence' THEN 'INP02 Opex Drivers'.Subsistence ELSE IF ITEM(Accounts) = Accounts.'6300 Marketing' THEN 'INP02 Opex Drivers'.Marketing Events ELSE IF ITEM(Accounts) = Accounts.'6310 Digital' THEN 'INP02 Opex Drivers'.Marketing Digital ELSE IF ITEM(Accounts) = Accounts.'6400 Software' THEN 'INP02 Opex Drivers'.Software Licences ELSE IF ITEM(Accounts) = Accounts.'6410 Hardware' THEN 'INP02 Opex Drivers'.Hardware ELSE IF ITEM(Accounts) = Accounts.'6500 Professional Fees' THEN 'INP02 Opex Drivers'.Consultancy ELSE IF ITEM(Accounts) = Accounts.'6510 Audit' THEN 'INP02 Opex Drivers'.Audit Fees ELSE IF ITEM(Accounts) = Accounts.'6600 Recruitment' THEN 'INP02 Opex Drivers'.Recruitment Fees ELSE 0,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}","Cost Centres, Accounts",Month,Model Calendar,All,,5017824,16.04%,One branch per driver account. Add a branch when Finance adds an account.,-,-,,,false,All Versions,,true,false,false,false,-,Opex,CAL03 Opex
Opex,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",IF 'SYS01 Time Settings'.Actual? THEN Actual Opex ELSE Forecast Opex,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}","Cost Centres, Accounts",Month,Model Calendar,All,,5017824,04.94%,,-,-,,,false,All Versions,,true,false,false,false,-,Opex GBP,CAL03 Opex
Opex GBP,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",Opex * 'SYS05 FX Rates'.Rate to GBP[LOOKUP: 'SYS02 Cost Centre Attributes'.Currency],"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}","Cost Centres, Accounts",Month,Model Calendar,All,,5017824,09.26%,,-,-,,,false,All Versions,,true,false,false,false,-,"Opex Prior Year, Opex Variance, 'CAL06 Department Summary'.Benchmark Opex, 'CAL07 P&L by Cost Centre'.Opex",CAL03 Opex
Opex Prior Year,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}","LAG(Opex GBP, 12, 0)","{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}","Cost Centres, Accounts",Month,Model Calendar,All,,5017824,01.54%,,-,-,,,false,All Versions,,true,false,false,false,-,Opex Variance,CAL03 Opex
Opex Variance,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",Opex GBP - Opex Prior Year,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}","Cost Centres, Accounts",Month,Model Calendar,All,,5017824,02.31%,,-,-,,,false,All Versions,,true,false,false,false,-,,CAL03 Opex
CAL04 Margn,,,,"Products, Regions",Month,Model Calendar,All,,145152,,,,,Show All Users: On,,,,,,New Line Items: Off,,,,,
COGS,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",'CAL01 Volumes'.Sellable Units * 'INP06 Unit Costs'.Landed Cost,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}","Products, Regions",Month,Model Calendar,All,,36288,00.02%,,-,-,,,false,All Versions,,true,false,false,false,-,"Margin, 'CAL07 P&L by Cost Centre'.COGS",CAL04 Margn
Margin,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",'CAL02 Revenue'.Net Revenue - COGS,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}","Products, Regions",Month,Model Calendar,All,,36288,00.02%,,-,-,,,false,All Versions,,true,false,false,false,-,"Margin %, Margin GBP",CAL04 Margn
Margin %,"{""minimumSignificantDigits"":4,""decimalPlaces"":1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""PERCENTAGE"",""unitsDisplayType"":""PERCENTAGE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}","DIVIDE(Margin, 'CAL02 Revenue'.Net Revenue)","{""summaryMethod"":""FORMULA"",""timeSummaryMethod"":""FORMULA"",""timeSummarySameAsMainSummary"":true}","Products, Regions",Month,Model Calendar,All,,36288,00.02%,,-,-,,,false,All Versions,,true,false,false,false,-,,CAL04 Margn
Margin GBP,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",Margin * 'SYS05 FX Rates'.Rate to GBP[LOOKUP: 'SYS06 Region Attributes'.Currency],"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}","Products, Regions",Month,Model Calendar,All,,36288,00.07%,,-,-,,,false,All Versions,,true,false,false,false,-,,CAL04 Margn
CAL05 Opex OLD,,,,"Cost Centres, Accounts",Month,Model Calendar,All,,70249536,,,,,Show All Users: On,,,,,,New Line Items: Off,,,,,
Actual,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",IF 'SYS01 Time Settings'.Actual? THEN 'DAT01 Actuals GL'.Amount ELSE 0,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}","Cost Centres, Accounts",Month,Model Calendar,All,,5017824,03.70%,,-,-,,,false,All Versions,,true,false,false,false,-,Opex,CAL05 Opex OLD
Rent Forecast,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",IF ITEM(Accounts) = Accounts.'6100 Rent' THEN 'INP02 Opex Drivers'.Rent ELSE 0,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}","Cost Centres, Accounts",Month,Model Calendar,All,,5017824,02.47%,,-,-,,,false,All Versions,,true,false,false,false,-,Forecast,CAL05 Opex OLD
